Rank , Player Name ,Team , Matchup ,Best Rank , Worst Rank , Avg Rank , Std Dev 
55,Anthony Dixon,BUF,  vs.  CLE,29,81,46.532710280374,6.1542747957706
56,Branden Oliver,SD,  at  BAL,31,84,46.434343434343,6.0838611081338
57,Carlos Hyde,SF,  vs.  SEA,27,60,48.092592592593,4.954491110836
58,Bobby Rainey,TB,  vs.  CIN,16,70,59.846153846154,8.6588874205031
59,Knile Davis,KC,  vs.  DEN,28,74,53.347368421053,6.9596860501676
60,Juwan Thompson,DEN,  at  KC,23,73,58.41975308642,7.3666988394318
61,Lorenzo Taliaferro,BAL,  vs.  SD,28,90,63.541666666667,10.008243130318
62,Toby Gerhart,JAC,  vs.  NYG,35,69,53.472527472527,6.5839309199851
63,Stepfan Taylor,ARI,  at  ATL,33,81,55.564102564103,7.240537137586
64,Dri Archer,PIT,  vs.  NO,34,86,65.115384615385,10.096941361228
65,Devonta Freeman,ATL,  vs.  ARI,38,75,57.506024096386,6.3100102036767
66,Jay Prosch,HOU,  vs.  TEN,39,91,73.333333333333,24.280765135299
67,Lance Dunbar,DAL,  vs.  PHI,41,93,64.661538461538,9.0982279307176
68,James Starks,GB,  vs.  NE,41,71,61.87012987013,6.0395894101233
69,Daniel Thomas,MIA,  at  NYJ,42,85,64.180555555556,6.3296620694615
70,Jonathan Grimes,HOU,  vs.  TEN,43,105,61.928571428571,9.8793745154401
71,Maurice Jones-Drew,OAK,  at  STL,44,95,71.52,11.472122732956
72,Bernard Pierce,BAL,  vs.  SD,44,75,58.240963855422,5.6963111323703
73,Damien Williams,MIA,  at  NYJ,45,95,71.318181818182,12.436699224606
74,Mike Tolbert,CAR,  at  MIN,45,75,59.796296296296,6.5046411625046
75,Shonn Greene,TEN,  at  HOU,45,74,65.432432432432,6.2148059504856
76,Jacquizz Rodgers,ATL,  vs.  ARI,46,78,65.4,5.7890178158931
77,Joseph Randle,DAL,  vs.  PHI,47,84,68.776119402985,7.6075784986163
78,De'Anthony Thomas,KC,  vs.  DEN,47,82,69.285714285714,7.8929918109606
79,Christine Michael,SEA,  at  SF,49,96,72.757575757576,10.640204779957
80,Zac Stacy,STL,  vs.  OAK,49,86,69.166666666667,11.567435132974
81,Travaris Cadet,NO,  at  PIT,50,88,68.125,7.3813531957223
82,Michael Bush,ARI,  at  ATL,51,99,68.909090909091,12.623603760449
83,Chris Polk,PHI,  at  DAL,51,86,68.548387096774,8.4082858890556
84,Robert Turbin,SEA,  at  SF,53,82,67.363636363636,6.9274079363246
85,Fozzy Whittaker,CAR,  at  MIN,54,112,79.166666666667,18.994882351717
86,Donald Brown,SD,  at  BAL,54,87,73.166666666667,8.1785627642569
87,James Develin,NE,  at  GB,55,100,84.666666666667,20.981473309142
88,Ka'Deem Carey,CHI,  at  DET,56,89,74.958333333333,7.5635042951149
89,Cedric Peerman,CIN,  at  TB,58,107,71.954545454545,10.557105632646
90,Dexter McCluster,TEN,  at  HOU,58,86,67.033333333333,6.4108415117587
91,Kyle Juszczyk,BAL,  vs.  SD,59,94,74.4375,8.7960840008495
92,Jordan Todman,JAC,  vs.  NYG,59,89,77.3125,6.4003784067819
93,Marion Grice,ARI,  at  ATL,61,90,69.125,8.8943451136101
94,Jackie Battle,TEN,  at  HOU,63,98,87.444444444444,9.3939828390437
95,Zurlon Tipton,IND,  vs.  WAS,66,114,95.666666666667,21.171259344267
96,John Kuhn,GB,  vs.  NE,66,101,84.666666666667,9.1499848208739
97,Darrel Young,WAS,  at  IND,66,99,84.076923076923,8.8878615448395
98,Bruce Miller,SF,  vs.  SEA,67,105,83.4,13.469966592386
99,LaMichael James,MIA,  at  NYJ,67,98,82.285714285714,10.038700623292
100,Josh Harris,PIT,  vs.  NO,67,97,84.5,9.01387818866
101,Henry Hynoski,NYG,  at  JAC,69,102,88.166666666667,11.141763275572
102,Silas Redd,WAS,  at  IND,70,103,81.166666666667,10.253725610181
103,Storm Johnson,JAC,  vs.  NYG,70,78,74,4
104,Erik Lorig,NO,  at  PIT,71,104,85,12.062338081815
105,Bilal Powell,NYJ,  vs.  MIA,72,93,81.384615384615,6.006899386263
106,Leon Washington,TEN,  at  HOU,75,113,88.454545454545,10.957468489687
107,Ray Agnew,CLE,  at  BUF,75,98,90,10.61445555206
108,Robert Hughes,ARI,  at  ATL,79,90,84.888888888889,3.8999841721743
109,Anthony Sherman,KC,  vs.  DEN,81,108,91.6,9.64572444143
110,DuJuan Harris,GB,  vs.  NE,82,104,88.571428571429,7.0883635600316
111,Will Ta'ufo'ou,JAC,  vs.  NYG,82,101,91.4,6.7705243519243
112,Frank Summers,BUF,  vs.  CLE,85,91,87.666666666667,2.4944382578493
113,Patrick DiMarco,ATL,  vs.  ARI,88,93,90.5,2.5
114,Brandon Bolden,NE,  at  GB,88,88,88,0
115,Will Johnson,PIT,  vs.  NO,91,109,100,9
116,Jed Collins,DET,  vs.  CHI,95,106,100.66666666667,4.4969125210773
117,Jerome Felton,MIN,  vs.  CAR,100,111,105.5,5.5
