QB,7,0,WR,73,0,
RB,2,0.3,
QB,7,0.32,WR,2,1.3,
QB,7,0.92,WR,29,2.8,
RB,2,0.4,
QB,7,0,
QB,7,0,WR,29,0,
RB,2,0.3,
RB,2,1.2,
RB,2,1.8,
RB,2,0.1,
QB,7,0,WR,73,0,
QB,7,0,RB,2,0,
K,9,4,
QB,7,0,WR,2,0,
RB,2,0.2,
QB,7,0.84,WR,2,2.6,
RB,2,0.5,
RB,2,0,
RB,2,1.6,
RB,2,0.6,
RB,2,0.1,
QB,7,0.16,WR,99,0.9,
RB,2,0.5,
QB,7,0,WR,2,0,
QB,7,0,WR,29,0,
K,9,3,
QB,7,0.08,TE,16,0.7,
RB,2,0.4,
QB,7,0,RB,2,0,
WR,73,0,
RB,2,0.2,
QB,7,0.52,TE,16,1.8,
QB,7,-1,WR,113,0,
QB,7,0.92,TE,16,2.8,
QB,7,0,WR,73,0,
QB,7,0.84,WR,2,2.6,
QB,7,0,TE,16,0,
QB,7,0,WR,2,0,
QB,7,0,TE,16,0,
K,9,0,
RB,2,0.2,
QB,7,0.44,TE,16,1.6,
QB,7,-1,WR,73,0,
WR,73,0,
RB,2,0.3,
QB,7,0.6,RB,2,2,
QB,7,0.36,TE,16,1.4,
WR,132,0,
RB,2,0.1,
RB,2,0.5,
QB,7,0.8,
QB,7,0,TE,16,0,
QB,7,0.48,TE,16,1.7,
QB,7,0.52,RB,2,1.8,
QB,7,0,TE,16,0,
QB,7,0.64,WR,2,2.1,
RB,2,6.1,
K,9,1,
WR,73,0,
QB,7,1.92,RB,2,5.3,
QB,7,0,WR,29,0,
RB,2,0.1,
QB,7,0,RB,2,0,
K,9,4,
QB,7,0,WR,2,0,
QB,7,0.44,WR,2,1.6,
QB,7,0.4,WR,73,1.5,
QB,7,0,TE,16,0,
QB,7,0,RB,2,0.5,
QB,7,0,WR,99,0,
QB,7,0.36,WR,73,1.4,
QB,7,0.64,WR,73,2.1,
QB,7,0.24,TE,16,1.1,
QB,7,0.24,RB,2,1.1,
QB,7,0,TE,16,0,
QB,7,0,
QB,7,0.44,WR,73,1.6,
QB,7,0.24,TE,16,1.1,
QB,7,0.36,WR,99,1.4,
QB,7,0.52,WR,2,1.8,
QB,7,0.6,WR,73,2,
QB,7,0,WR,99,0,
QB,7,0,WR,99,0,
QB,7,4.16,WR,2,6.9,
QB,7,0,WR,2,0,
QB,7,1.2,RB,2,3.5,
QB,7,0.56,RB,2,1.9,
QB,7,1.32,RB,2,3.8,
QB,7,0,
QB,7,4.12,WR,2,6.8,
QB,7,0,WR,99,0,
K,33,0,WR,73,0,
RB,2,1.2,
RB,2,0,TE,82,0,
RB,2,1.9,
RB,2,0.5,
RB,2,-0.1,TE,82,0,
RB,2,0.2,TE,82,0,
K,9,4,
K,33,0,WR,73,0,
QB,7,0.12,WR,29,0.8,
QB,7,0.76,TE,16,2.4,
RB,2,0,TE,82,0,
QB,7,0.32,WR,29,1.3,
QB,7,0.16,WR,2,0.9,
QB,7,0.92,TE,16,2.8,
RB,2,1.2,
RB,2,0.1,
QB,7,0,WR,29,0,
QB,7,0.56,WR,2,1.9,
RB,2,0.1,
QB,7,0,RB,2,0,
QB,7,0,WR,29,0,
K,9,3,
K,33,0,WR,73,0,
QB,7,0,WR,2,0,
RB,2,-0.1,
QB,7,0,
WR,107,0,
QB,7,0.08,TE,16,0.7,
QB,7,0.44,WR,2,1.6,
QB,7,-0.2,WR,132,0,
QB,7,0.36,WR,2,1.4,
QB,7,0.68,WR,2,2.2,
RB,2,0.7,
RB,2,0.9,
RB,2,0.3,
QB,7,0,
QB,7,0.36,WR,2,1.4,
QB,7,0.44,TE,16,1.6,
QB,7,0,WR,29,0,
RB,2,0.3,
QB,7,-1,WR,2,0,
K,33,0,WR,73,0,
QB,7,0,WR,73,0,
QB,7,0,
RB,2,0.5,TE,82,0,
RB,2,0.6,
QB,7,0,WR,73,0,
QB,7,0.44,WR,2,1.6,
QB,7,0.16,WR,2,0.9,
QB,7,0,
QB,7,0,
WR,107,0,
K,33,0,WR,73,0,
QB,7,0,WR,73,0,
RB,2,0.7,TE,82,0,
QB,7,0.4,
RB,2,2.7,
RB,2,1.1,
RB,2,0.2,
QB,7,0.64,TE,16,2.1,
RB,2,6.5,
K,9,1,
RB,2,1,
QB,7,0.6,WR,99,2,
QB,7,0,WR,73,0,
QB,7,0.32,RB,2,1.3,
QB,7,0.4,RB,2,1.5,
RB,2,0.4,
RB,2,0.6,
QB,7,4.48,WR,2,7.7,
K,9,1,
RB,2,0.6,
QB,7,0,RB,2,0,
QB,7,0.24,WR,73,1.1,
RB,2,1,
RB,2,1,
RB,2,0.8,TE,82,0,
RB,2,0.3,
RB,2,0.8,
RB,2,0.5,
RB,2,-0.1,
QB,7,-0.1,
QB,7,-0.1,
K,27,0,RB,27,0,TE,64,0,WR,137,0,
RB,2,0.4,
RB,2,0.3,
QB,7,0.4,WR,2,1.5,
QB,7,-0.2,RB,115,0,
QB,7,0,RB,2,0,
RB,2,0,
QB,7,0,
WR,91,0,
K,27,0,WR,73,0,
QB,7,0,WR,2,-1.5,
K,27,0,WR,73,0,
RB,2,0.3,
QB,7,0.4,RB,2,1.5,WR,139,0,
QB,7,-0.04,RB,2,0.4,
RB,2,0.6,WR,139,0,
QB,7,0.2,RB,2,1,
RB,27,0.4,
RB,27,0.3,
QB,7,-0.04,RB,2,0.4,
RB,2,0.8,
QB,7,0.24,WR,2,1.1,
RB,2,0.2,WR,139,0,
QB,7,-1,RB,2,0,
QB,7,0,RB,2,0.5,
QB,7,0.6,WR,2,2,
QB,7,0,
QB,7,0.6,WR,99,2,
QB,7,0,
K,9,5,
K,27,0,RB,105,0,TE,64,0,WR,73,0,
QB,7,0.36,WR,29,1.4,
QB,7,0,WR,113,0,
RB,27,0.1,WR,139,0,
QB,7,0.52,WR,99,1.8,
QB,7,0.24,WR,73,1.1,
QB,7,0.24,RB,2,1.1,
QB,7,-1,WR,73,0,
QB,7,0,WR,29,0,
QB,7,0,WR,73,0,
QB,7,0,WR,29,0,
WR,113,0,WR,91,0,
K,27,0,WR,113,0,
QB,7,1.8,WR,29,5,
QB,7,0,
QB,7,0.64,TE,16,2.1,
RB,2,0.5,
QB,7,0.36,TE,16,1.4,
RB,2,0.4,
QB,7,0,RB,2,0,
QB,7,0.36,RB,2,1.4,
RB,2,-0.1,
K,9,0,
K,9,0,QB,7,0.44,WR,73,1.6,
RB,2,0,
QB,7,0.36,WR,29,1.4,
QB,7,0.52,WR,2,1.8,
QB,7,0,WR,29,0,
QB,7,0.48,WR,2,1.7,WR,29,0,
QB,7,0.16,TE,16,0.9,
RB,2,0.2,
QB,7,0.52,WR,2,1.8,
WR,2,0,
RB,27,0,WR,139,0,
RB,27,-0.8,
QB,7,0,WR,2,0,
K,9,3,
QB,7,0.48,WR,73,1.7,
QB,7,0.48,WR,73,1.7,
QB,7,0.2,RB,2,1,
QB,7,0,WR,73,0,
QB,7,0,
QB,7,0.2,WR,2,1,
QB,7,7.2,WR,29,14.5,
K,9,1,
QB,7,0,WR,29,0,
RB,2,0.3,
QB,7,0.12,RB,2,0.8,
WR,135,0,
K,6,0,WR,135,0,
QB,7,0,WR,2,0,
RB,2,0.5,
QB,7,0,RB,2,0,WR,2,0,
WR,135,0,
RB,2,0.4,
RB,2,-0.8,
QB,7,0.32,RB,2,1.3,
WR,135,0,
RB,2,0.2,
QB,7,0.52,WR,2,1.8,
RB,27,0.9,
RB,27,0.4,
QB,7,0.24,WR,2,1.1,
RB,27,0.4,WR,2,0,
QB,7,0,
QB,7,0,
QB,7,0,
WR,135,0,
QB,7,0,WR,2,0,
QB,7,0.28,WR,2,1.2,
RB,27,0.3,
RB,27,0.2,
QB,7,4.2,RB,2,7,
K,9,1,
QB,7,0.28,WR,29,1.2,
WR,132,0.4,
QB,7,4.76,WR,29,8.4,
K,9,1,
K,6,0,K,9,0,
K,6,0,QB,7,0.68,WR,2,2.2,
QB,7,0,RB,2,0,
QB,7,0.16,WR,99,0.9,
QB,7,0.48,RB,2,1.7,
QB,7,5.88,WR,73,11.2,
TE,80,0,
K,6,0,TE,80,0,
QB,7,0.04,
RB,2,0.1,
WR,73,0.4,
QB,7,0,WR,29,0,
WR,29,0,
QB,7,0,WR,29,0,WR,73,0,
WR,135,0,
RB,27,0.6,
RB,27,-0.7,
QB,7,0.36,WR,2,1.4,
QB,7,0,WR,132,0,
QB,7,0,
QB,7,0,WR,2,0,
QB,7,0.04,WR,2,0.6,
WR,135,0,
QB,7,0.6,WR,73,2,
WR,2,0,
RB,27,0.1,
QB,7,0.36,WR,2,1.4,
QB,7,0.4,RB,2,1.5,
TE,16,0,
RB,27,0.2,
QB,7,0,WR,73,0,
QB,7,6.16,WR,2,11.9,
K,9,1,
K,6,0,RB,27,0,WR,136,0,
WR,29,0.3,
QB,7,0.24,WR,2,1.1,
QB,7,0.1,
QB,7,0,TE,16,0,
QB,7,0.56,TE,16,1.9,
QB,7,0.64,WR,2,2.1,
