QB,28,0.4,
RB,33,0.1,
QB,28,0.28,WR,61,1.2,
QB,28,0.96,
RB,33,0.5,
QB,28,4.16,TE,12,6.9,
K,23,1,
K,28,0,WR,78,0,
RB,48,0.5,
QB,28,0.2,WR,141,1,
RB,48,0.3,
QB,28,0.12,TE,12,0.8,
QB,28,0,TE,12,0,
WR,114,0,
K,28,0,
RB,33,0.6,WR,48,0,
QB,28,0,
WR,141,0.5,
RB,33,0.8,
RB,33,0.5,
QB,28,0,WR,48,0,
QB,28,0.68,
QB,28,0.16,RB,33,0.9,
QB,28,0.44,WR,61,1.6,
QB,28,0,
QB,28,4.68,WR,61,8.2,
K,23,1,
K,28,0,
RB,33,0.1,
QB,28,0,WR,78,0,
QB,28,0.12,RB,33,0.8,
K,28,0,
TE,12,0,
WR,101,0.1,
QB,28,0,WR,61,0,
QB,28,-0.2,RB,33,0,
RB,33,0.3,
QB,28,0,
QB,28,0.8,WR,48,0,
QB,28,0.12,RB,33,0.8,
RB,33,0.4,WR,48,0,
QB,28,1.4,WR,141,4,
RB,33,0.5,
QB,28,0.08,WR,61,0.7,
QB,28,0,
QB,28,0.32,WR,61,1.3,
WR,101,0.9,
WR,101,0,
QB,28,0,
RB,33,0.7,
K,23,3,
RB,33,0.4,
RB,33,0.3,
RB,33,0,
QB,28,0,
RB,33,0,
WR,101,0.2,
WR,101,0.3,
WR,114,0,
QB,28,0.92,TE,12,2.8,
RB,39,0.3,
QB,28,0,
QB,28,0,
WR,11,0,
RB,39,0,
QB,28,0.52,TE,46,1.8,
RB,39,0.4,
QB,28,0,
RB,39,0.6,
K,5,0,WR,78,0,
QB,28,0,WR,141,0,
RB,39,0.5,
QB,28,1.1,
QB,28,0,
RB,48,0.8,
RB,48,0.6,
QB,28,0,WR,45,0,
QB,28,0,TE,69,0,
QB,28,0.5,
RB,39,0,
QB,28,0.36,WR,45,0,WR,61,1.4,
QB,28,0,TE,69,0,
RB,39,0.3,
QB,28,4.88,
K,23,1,
RB,39,0.4,
QB,28,0,
QB,28,0.24,RB,48,1.1,
QB,28,-1,WR,61,0,
K,5,0,
RB,39,0.3,
QB,28,0.12,RB,39,0.8,
QB,28,0.44,TE,12,1.6,
RB,39,0.2,
QB,28,0.4,WR,78,1.5,
QB,28,0.32,RB,39,1.3,
RB,39,0.3,
QB,28,-0.08,RB,39,0.3,
QB,28,0.76,WR,45,0,
QB,28,0,WR,45,0,
K,23,3,
K,5,0,TE,46,0,
RB,39,0.2,
QB,28,0.44,WR,61,1.6,
RB,39,0.3,
QB,28,0,
QB,28,0.32,WR,78,1.3,
QB,28,0,TE,12,0,
RB,48,0.8,WR,45,0,
RB,48,0.1,
QB,28,0,
QB,28,0,
K,23,5,
K,5,0,WR,78,0,
RB,39,1,
RB,39,0.6,
QB,28,0,
QB,28,0.4,
WR,11,0,
K,5,0,
QB,28,0.2,TE,69,1,
QB,28,0.24,TE,69,1.1,
QB,28,0.24,RB,48,1.1,
QB,28,0.28,RB,48,1.2,
QB,28,0.8,
RB,48,0.3,
QB,28,0,TE,12,0,
QB,28,0.44,
QB,28,0,WR,61,0,
QB,28,0.64,TE,12,2.1,
QB,28,0.52,WR,61,1.8,
QB,28,0.4,
QB,28,4.2,WR,61,7,
QB,28,0,
K,22,0,TE,46,0,
QB,28,0.1,
RB,39,0.6,
RB,39,0,
RB,39,2.3,
RB,39,-0.3,
QB,28,0,RB,39,0,
QB,28,0.28,RB,39,1.2,
K,23,5,
RB,39,0.3,
QB,28,0.04,RB,39,0.6,
QB,28,0.16,TE,46,0.9,
TE,46,0,
QB,28,4.28,TE,69,7.2,
K,23,1,
K,22,0,WR,78,0,
WR,78,0.3,
QB,28,0.2,
QB,28,0,RB,33,0,
RB,39,-0.1,TE,57,0,
RB,39,0.3,
QB,28,0.2,RB,33,1,
K,22,0,RB,33,0,RB,55,0,
QB,28,0,WR,141,0,
RB,39,0.4,
QB,28,0.68,
QB,28,-0.08,RB,39,0.3,
QB,28,0,
QB,28,0,RB,33,0.5,
QB,28,-0.1,
RB,117,0.3,
QB,28,0,WR,78,0,
QB,28,0.52,
QB,28,0,WR,61,0,
QB,28,0,RB,39,0,
QB,28,0,RB,33,0,
RB,39,0.3,TE,57,0,
QB,28,0,RB,39,0,
QB,28,0.16,WR,61,0.9,
K,23,0,
K,22,0,
QB,28,0.68,WR,78,2.2,
QB,28,0.28,WR,78,1.2,
RB,33,0.2,
