RB,4,0.2,
QB,17,0.24,TE,7,1.1,
QB,17,0.16,WR,15,0.9,
QB,17,0,RB,4,-0.3,
RB,4,0.5,
RB,4,-0.6,
QB,17,0,WR,15,0,
QB,17,0.12,TE,7,0.8,
QB,17,0,
QB,17,0.24,RB,4,1.1,
QB,17,0,WR,130,0,
QB,17,0.12,RB,4,0.8,
QB,17,0,
K,3,0,
QB,17,0.2,RB,4,1,
QB,17,1.68,WR,15,4.7,
RB,4,0.4,
WR,16,0,
QB,17,0.16,WR,16,0.9,
QB,17,0,TE,7,0,
QB,17,0.6,WR,15,2,
RB,4,0.3,
QB,17,4.48,TE,7,7.7,
K,3,0,
QB,17,-0.1,
K,3,0,TE,79,0,
RB,4,0.2,
QB,17,0,WR,80,0,
QB,17,0.84,RB,4,0.6,
K,3,0,WR,139,0,
RB,4,0.1,
QB,17,0.16,TE,7,0.9,
QB,17,0,RB,4,0,
WR,139,0,
K,3,0,RB,77,0,
QB,17,0.48,WR,16,1.7,
QB,17,0,TE,7,0,
QB,17,0.32,TE,7,1.3,
QB,17,0,
QB,17,0,WR,80,0,
RB,4,0.3,
QB,17,0,WR,130,0,
WR,139,0,
K,3,0,WR,139,0,
QB,17,0.36,WR,80,1.4,
RB,4,0.3,
QB,17,0.16,TE,7,0.9,
RB,4,0.7,
QB,17,5.08,WR,16,9.2,
K,3,0,RB,77,0,
QB,17,0.28,TE,7,1.2,
QB,17,0.4,WR,80,1.5,
QB,17,0.28,RB,4,1.2,
RB,4,0.4,
QB,17,0,WR,16,0,
QB,17,0.12,TE,7,0.8,
QB,17,0,WR,80,0,
QB,17,0.6,WR,16,2,
QB,17,0,TE,7,0,
QB,17,0.36,TE,7,1.4,
QB,17,0.64,TE,7,2.1,
RB,4,6.1,
RB,4,0,
TE,70,0,
QB,17,0.32,RB,4,1.3,
QB,17,0.64,RB,4,2.1,
QB,17,7,
K,3,0,
QB,17,0.32,WR,130,1.3,
QB,17,0.32,TE,7,1.3,
QB,17,0.56,WR,16,1.9,
QB,17,0.92,WR,16,2.8,
QB,17,0,WR,16,0,
QB,17,0,WR,16,0,
QB,17,0.32,RB,4,1.3,
QB,17,0.16,TE,7,0.9,
QB,17,-1,WR,130,0,
QB,17,0.36,WR,15,1.4,
QB,17,0.08,WR,16,0.7,
QB,17,0.48,TE,7,1.7,
QB,17,0.88,RB,4,2.7,
QB,17,0,WR,16,0,
QB,17,4.4,WR,16,7.5,
K,22,1,
RB,88,0.3,
QB,17,0.24,WR,16,1.1,
RB,4,0,
RB,4,-0.1,
QB,17,4.24,WR,16,7.1,
K,22,1,
QB,17,0.28,RB,4,1.2,
RB,4,0.2,
QB,17,0.08,WR,16,0.7,
QB,17,0,WR,15,0,
QB,17,0.44,TE,7,1.6,
RB,88,0.5,
QB,17,0,WR,16,0,
QB,17,0.4,WR,15,1.5,
QB,17,0.04,WR,16,0.6,
QB,17,0,WR,15,0,
QB,17,0,WR,15,0,
WR,119,0,
