RB,10,0.3,
QB,11,0.24,TE,44,1.1,
RB,10,1.1,
WR,129,0,
QB,11,0.16,WR,59,0.9,
RB,10,0.4,
QB,11,0,TE,38,0,
RB,10,0.3,
QB,11,0,WR,79,0,
WR,105,0,
QB,11,0,WR,79,0.5,
RB,10,0.3,
QB,11,0.96,WR,59,2.9,
RB,10,-0.3,
QB,11,4.52,RB,84,7.8,
K,7,1,
RB,10,0.1,
QB,11,0,TE,44,0,
QB,11,2.52,TE,38,6.8,
RB,10,0,
QB,11,0,
QB,11,0,WR,59,0,
K,7,3,
QB,11,1.36,RB,84,3.9,
RB,84,0.2,
QB,11,0.48,RB,79,1.7,
RB,84,-0.1,
K,7,3,
RB,10,0.8,
RB,10,0.5,
QB,11,0,WR,79,0,
QB,11,0.28,RB,10,1.2,
QB,11,0,
RB,10,0.3,
K,8,0,WR,121,0,
QB,11,0.68,WR,79,2.2,
RB,10,0.3,
QB,11,0.3,
QB,11,0.24,WR,121,1.1,
RB,10,0.6,
RB,84,0.5,
RB,10,3.3,
RB,84,0.2,
RB,84,0,
QB,11,0.1,
QB,11,0,
K,7,3,
K,8,0,
RB,10,1.6,
RB,79,0.4,
QB,11,0.68,WR,79,2.2,
QB,11,0.3,
RB,10,0,
QB,11,0.32,TE,44,1.3,
QB,11,0,RB,10,0,
QB,11,0,
QB,11,1.2,
K,7,4,
RB,10,0.1,
QB,11,0.4,TE,44,1.5,
RB,10,0.2,
RB,10,0.2,
QB,11,0.6,
QB,11,0.6,TE,44,2,
RB,10,0.3,
RB,79,0.8,
QB,11,0,WR,59,0,
RB,79,-0.2,
QB,11,1,
QB,11,0,TE,44,0,
RB,10,0.1,
QB,11,0.68,TE,38,2.2,
RB,10,0.9,
RB,10,0,
RB,10,0.4,
QB,11,0,RB,10,0,
RB,10,0.3,
QB,11,0.24,RB,10,1.1,
K,7,3,
RB,84,-0.1,
QB,11,0,RB,84,0,
QB,11,-0.24,RB,84,-0.1,
QB,11,1.92,WR,129,5.3,
QB,11,0,
QB,11,0.36,RB,84,1.4,
QB,11,0,
K,7,3,
QB,11,0.76,WR,79,2.4,
QB,11,0,WR,79,0,
QB,11,0,
QB,11,0.04,TE,38,0.6,
K,7,5,
RB,10,-0.1,
QB,11,4,WR,79,0,
RB,10,-0.2,
QB,11,0,
QB,11,0,
K,7,0,
K,13,0,
QB,11,-0.1,
K,13,0,RB,63,0,WR,121,0,
QB,11,0.4,
RB,10,0.2,
QB,11,0,
