K,16,0,RB,105,0,
RB,30,0.7,
WR,91,1.8,
QB,35,0.28,WR,43,1.2,
RB,30,0.6,
RB,30,0.1,
QB,35,0,WR,43,0,
QB,35,0,WR,43,0,
WR,34,0,
WR,48,0.4,
WR,48,-0.1,
QB,35,0.36,RB,105,1.4,
WR,42,0.6,
WR,48,4.7,
K,27,1,
RB,30,0.2,
WR,48,1.4,
WR,42,0.9,
WR,48,-0.2,
RB,105,0.5,
WR,48,1,
WR,48,0.4,
WR,48,0.3,
RB,105,-0.1,
K,27,4,
RB,30,0.8,
RB,30,0,
QB,35,0.24,WR,42,1.1,
RB,30,0.3,
RB,30,0.6,
WR,42,0.3,
WR,48,0.1,
WR,91,2,
RB,30,0.1,
RB,30,1.1,
WR,48,0.2,
WR,48,0.3,
QB,35,0,WR,42,0,
K,27,0,
K,16,0,
TE,45,0,
WR,42,0.4,
RB,30,0.6,
QB,35,0.8,TE,64,2.5,
RB,30,0.8,
RB,30,0.1,
RB,30,-0.1,
K,27,4,
WR,42,0.1,
WR,48,0.4,
QB,35,0,WR,42,0,
WR,48,0.2,
WR,48,-0.2,
QB,35,0,
WR,34,0,
QB,35,0,RB,30,0,
RB,30,-0.1,
K,16,0,
QB,35,1.3,
QB,35,0.5,
WR,48,0.4,
RB,30,0.4,
WR,48,1.3,
WR,42,0.4,
WR,48,-0.1,
QB,35,0,
K,27,0,
K,16,0,
QB,35,0.1,
QB,35,0.4,RB,105,1.5,
QB,35,0,RB,105,0,
QB,35,0.08,WR,91,0.7,
QB,35,0.44,WR,43,1.6,
QB,35,-1,TE,45,0,
WR,42,0,
RB,30,0.1,
QB,33,0.08,WR,42,0.7,
QB,33,0,WR,42,0,
RB,30,-0.4,
QB,33,0,WR,48,0,
QB,33,0,TE,45,0,
RB,22,0,
WR,48,0.5,
WR,48,0.4,
QB,33,0,WR,42,0,
WR,48,0.7,
QB,33,0,
QB,33,0.1,
QB,33,0,TE,37,0,
K,27,3,
QB,33,0,RB,45,0,TE,37,0,
QB,33,0.2,RB,30,1,
QB,33,0.3,
RB,22,0,
QB,33,0.4,WR,91,1.5,
RB,30,1.1,TE,57,0,
QB,33,0,
QB,33,0.32,WR,43,1.3,
QB,33,0,
QB,33,0,WR,43,0,
RB,22,0,
WR,42,0,
QB,33,0.36,WR,48,1.4,
QB,33,0,WR,43,0,
QB,33,0.32,WR,91,1.3,
QB,33,0,
QB,33,0,WR,43,0,
WR,48,1.5,
WR,42,0,
QB,33,0,
RB,30,0.3,
QB,33,0,WR,42,0,
RB,55,0,
WR,42,0,
WR,48,0.5,
QB,33,1.36,WR,43,3.9,
QB,33,0,
QB,33,0,
QB,33,-1,TE,57,0,WR,43,0,
WR,42,0,WR,55,0,
RB,30,1.7,RB,45,0,
RB,30,0.1,
QB,35,-0.16,RB,30,0.1,
QB,35,0.24,WR,91,1.1,
QB,35,0.64,RB,45,0,WR,43,2.1,
QB,35,0.4,
QB,35,0.2,TE,45,1,
QB,35,0,
WR,48,0.3,
QB,35,0.2,WR,43,1,
WR,48,0.1,
QB,35,0,
RB,22,0,
QB,35,0.24,RB,30,1.1,
QB,35,0,WR,42,0,
QB,35,0.56,WR,91,1.9,
RB,30,0.2,
QB,35,0,TE,45,0,
QB,35,0.36,WR,48,1.4,
QB,35,1.12,WR,91,3.3,
QB,35,0.16,WR,48,0.9,
QB,35,0,
K,9,0,WR,42,0,
WR,42,1.3,
QB,33,0.48,WR,48,1.7,
RB,30,0.6,
QB,33,0.32,WR,42,1.3,
RB,30,0.8,
RB,30,0.3,
RB,30,0.8,
WR,48,0.4,
QB,33,0.4,WR,48,0,
RB,30,1.2,
RB,30,-0.1,
QB,33,0,
QB,33,0,WR,91,0,
K,27,3,
K,27,0,QB,33,6.68,WR,137,13.2,
K,27,1,
QB,33,0,
QB,33,1.8,
WR,42,0.1,
RB,30,-0.3,
QB,33,4.2,TE,37,7,
K,27,1,
WR,48,0.4,
WR,48,0.4,
WR,42,0.6,
WR,48,0.4,
QB,33,0,WR,42,0,
QB,33,0.28,WR,42,1.2,
WR,42,0.3,
TE,45,0,
WR,48,0.2,
QB,33,0.7,
WR,137,0,WR,2,-2,
WR,48,0.1,
QB,33,0,TE,37,0,
QB,33,0,TE,37,0,
K,27,0,
RB,30,0,
QB,33,0.36,WR,43,1.4,
QB,33,0.04,WR,43,0.6,
WR,2,0,
QB,33,0.56,WR,2,0,WR,43,1.9,
RB,105,0.4,
QB,33,1.8,RB,105,0,
WR,42,0.3,
QB,33,0,WR,43,0,
QB,33,0.32,WR,42,1.3,
QB,33,0,
QB,33,0.04,TE,37,0.6,
QB,33,0,TE,37,0,
QB,33,0,WR,42,0,
K,27,3,
WR,48,0.4,
QB,33,0,TE,37,0,
QB,33,0,TE,37,0,
WR,2,0,
WR,113,0,
K,9,0,WR,91,0,
RB,30,0.2,
WR,42,0.7,
RB,30,0.1,
RB,30,0.8,
RB,30,-0.1,
QB,33,0,RB,105,0,
RB,30,-0.1,
QB,33,-0.5,
QB,33,0,
RB,30,0.9,
K,9,0,
QB,33,-0.1,
QB,33,-0.1,
QB,33,-0.1,
